code,name,dob,nationality,race_id,position,points,fastest_lap_speed,status,country,year,race,date
BAR,Rubens Barrichello,1972-05-23,Brazilian,38,13.0,0.0,203.284,+1 Lap,Bahrain,2007,Bahrain Grand Prix,2007-04-15
SCH,Ralf Schumacher,1975-06-30,German,38,12.0,0.0,203.278,+1 Lap,Bahrain,2007,Bahrain Grand Prix,2007-04-15
LIU,Vitantonio Liuzzi,1980-08-06,Italian,38,,0.0,203.537,Hydraulics,Bahrain,2007,Bahrain Grand Prix,2007-04-15
WUR,Alexander Wurz,1974-02-15,Austrian,38,11.0,0.0,202.966,+1 Lap,Bahrain,2007,Bahrain Grand Prix,2007-04-15
SPE,Scott Speed,1983-01-24,American,38,,0.0,,Collision,Bahrain,2007,Bahrain Grand Prix,2007-04-15
ALB,Christijan Albers,1979-04-16,Dutch,38,14.0,0.0,200.477,+2 Laps,Bahrain,2007,Bahrain Grand Prix,2007-04-15
HAM,Lewis Hamilton,1985-01-07,British,41,1.0,10.0,205.239,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
HEI,Nick Heidfeld,1977-05-10,German,41,2.0,8.0,204.699,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
ROS,Nico Rosberg,1985-06-27,German,41,10.0,0.0,203.478,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
ALO,Fernando Alonso,1981-07-29,Spanish,41,7.0,2.0,205.58,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
KOV,Heikki Kovalainen,1981-10-19,Finnish,41,4.0,5.0,200.331,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
RAI,Kimi Räikkönen,1979-10-17,Finnish,41,5.0,4.0,204.259,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
KUB,Robert Kubica,1984-12-07,Polish,41,,0.0,202.499,Accident,Canada,2007,Canadian Grand Prix,2007-06-10
SAT,Takuma Sato,1977-01-28,Japanese,41,6.0,3.0,201.186,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
MAS,Felipe Massa,1981-04-25,Brazilian,41,,0.0,204.291,Disqualified,Canada,2007,Canadian Grand Prix,2007-06-10
COU,David Coulthard,1971-03-27,British,41,,0.0,198.776,Gearbox,Canada,2007,Canadian Grand Prix,2007-06-10
TRU,Jarno Trulli,1974-07-13,Italian,41,,0.0,198.497,Accident,Canada,2007,Canadian Grand Prix,2007-06-10
SUT,Adrian Sutil,1983-01-11,German,41,,0.0,197.598,Accident,Canada,2007,Canadian Grand Prix,2007-06-10
WEB,Mark Webber,1976-08-27,Australian,41,9.0,0.0,202.267,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
BUT,Jenson Button,1980-01-19,British,41,,0.0,,Gearbox,Canada,2007,Canadian Grand Prix,2007-06-10
DAV,Anthony Davidson,1979-04-18,British,41,11.0,0.0,199.284,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
FIS,Giancarlo Fisichella,1973-01-14,Italian,41,,0.0,202.808,Disqualified,Canada,2007,Canadian Grand Prix,2007-06-10
BAR,Rubens Barrichello,1972-05-23,Brazilian,41,12.0,0.0,199.885,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
SCH,Ralf Schumacher,1975-06-30,German,41,8.0,1.0,201.509,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
LIU,Vitantonio Liuzzi,1980-08-06,Italian,41,,0.0,197.79,Accident,Canada,2007,Canadian Grand Prix,2007-06-10
WUR,Alexander Wurz,1974-02-15,Austrian,41,3.0,6.0,201.413,Finished,Canada,2007,Canadian Grand Prix,2007-06-10
SPE,Scott Speed,1983-01-24,American,41,,0.0,196.019,Accident,Canada,2007,Canadian Grand Prix,2007-06-10
ALB,Christijan Albers,1979-04-16,Dutch,41,,0.0,198.092,Front wing,Canada,2007,Canadian Grand Prix,2007-06-10
HAM,Lewis Hamilton,1985-01-07,British,45,9.0,0.0,198.421,+1 Lap,Germany,2007,European Grand Prix,2007-07-22
HEI,Nick Heidfeld,1977-05-10,German,45,6.0,3.0,196.417,Finished,Germany,2007,European Grand Prix,2007-07-22
ROS,Nico Rosberg,1985-06-27,German,45,,0.0,108.41,Spun off,Germany,2007,European Grand Prix,2007-07-22
ALO,Fernando Alonso,1981-07-29,Spanish,45,1.0,10.0,198.783,Finished,Germany,2007,European Grand Prix,2007-07-22
KOV,Heikki Kovalainen,1981-10-19,Finnish,45,8.0,1.0,195.9,+1 Lap,Germany,2007,European Grand Prix,2007-07-22
RAI,Kimi Räikkönen,1979-10-17,Finnish,45,,0.0,197.359,Hydraulics,Germany,2007,European Grand Prix,2007-07-22
KUB,Robert Kubica,1984-12-07,Polish,45,7.0,2.0,196.216,Finished,Germany,2007,European Grand Prix,2007-07-22
SAT,Takuma Sato,1977-01-28,Japanese,45,,0.0,190.273,Retired,Germany,2007,European Grand Prix,2007-07-22
MAS,Felipe Massa,1981-04-25,Brazilian,45,2.0,8.0,199.592,Finished,Germany,2007,European Grand Prix,2007-07-22
COU,David Coulthard,1971-03-27,British,45,5.0,4.0,196.496,Finished,Germany,2007,European Grand Prix,2007-07-22
TRU,Jarno Trulli,1974-07-13,Italian,45,13.0,0.0,196.122,+1 Lap,Germany,2007,European Grand Prix,2007-07-22
SUT,Adrian Sutil,1983-01-11,German,45,,0.0,127.112,Spun off,Germany,2007,European Grand Prix,2007-07-22
WEB,Mark Webber,1976-08-27,Australian,45,3.0,6.0,196.22,Finished,Germany,2007,European Grand Prix,2007-07-22
BUT,Jenson Button,1980-01-19,British,45,,0.0,132.338,Spun off,Germany,2007,European Grand Prix,2007-07-22
DAV,Anthony Davidson,1979-04-18,British,45,12.0,0.0,194.504,+1 Lap,Germany,2007,European Grand Prix,2007-07-22
FIS,Giancarlo Fisichella,1973-01-14,Italian,45,10.0,0.0,195.302,+1 Lap,Germany,2007,European Grand Prix,2007-07-22
BAR,Rubens Barrichello,1972-05-23,Brazilian,45,11.0,0.0,193.792,+1 Lap,Germany,2007,European Grand Prix,2007-07-22
SCH,Ralf Schumacher,1975-06-30,German,45,,0.0,192.658,Collision,Germany,2007,European Grand Prix,2007-07-22
LIU,Vitantonio Liuzzi,1980-08-06,Italian,45,,0.0,91.61,Spun off,Germany,2007,European Grand Prix,2007-07-22
WUR,Alexander Wurz,1974-02-15,Austrian,45,4.0,5.0,196.665,Finished,Germany,2007,European Grand Prix,2007-07-22
SPE,Scott Speed,1983-01-24,American,45,,0.0,101.884,Spun off,Germany,2007,European Grand Prix,2007-07-22
WIN,Markus Winkelhock,1980-06-13,German,45,,0.0,180.309,Hydraulics,Germany,2007,European Grand Prix,2007-07-22
HAM,Lewis Hamilton,1985-01-07,British,48,2.0,8.0,251.456,Finished,Italy,2007,Italian Grand Prix,2007-09-09
HEI,Nick Heidfeld,1977-05-10,German,48,4.0,5.0,249.217,Finished,Italy,2007,Italian Grand Prix,2007-09-09
ROS,Nico Rosberg,1985-06-27,German,48,6.0,3.0,246.884,Finished,Italy,2007,Italian Grand Prix,2007-09-09
ALO,Fernando Alonso,1981-07-29,Spanish,48,1.0,10.0,251.653,Finished,Italy,2007,Italian Grand Prix,2007-09-09
KOV,Heikki Kovalainen,1981-10-19,Finnish,48,7.0,2.0,247.605,Finished,Italy,2007,Italian Grand Prix,2007-09-09
RAI,Kimi Räikkönen,1979-10-17,Finnish,48,3.0,6.0,250.147,Finished,Italy,2007,Italian Grand Prix,2007-09-09
KUB,Robert Kubica,1984-12-07,Polish,48,5.0,4.0,248.543,Finished,Italy,2007,Italian Grand Prix,2007-09-09
SAT,Takuma Sato,1977-01-28,Japanese,48,16.0,0.0,246.309,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
MAS,Felipe Massa,1981-04-25,Brazilian,48,,0.0,248.357,Suspension,Italy,2007,Italian Grand Prix,2007-09-09
COU,David Coulthard,1971-03-27,British,48,,0.0,,Accident,Italy,2007,Italian Grand Prix,2007-09-09
TRU,Jarno Trulli,1974-07-13,Italian,48,11.0,0.0,246.446,Finished,Italy,2007,Italian Grand Prix,2007-09-09
SUT,Adrian Sutil,1983-01-11,German,48,19.0,0.0,244.267,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
WEB,Mark Webber,1976-08-27,Australian,48,9.0,0.0,245.859,Finished,Italy,2007,Italian Grand Prix,2007-09-09
BUT,Jenson Button,1980-01-19,British,48,8.0,1.0,246.708,Finished,Italy,2007,Italian Grand Prix,2007-09-09
DAV,Anthony Davidson,1979-04-18,British,48,14.0,0.0,245.016,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
VET,Sebastian Vettel,1987-07-03,German,48,18.0,0.0,244.45,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
FIS,Giancarlo Fisichella,1973-01-14,Italian,48,12.0,0.0,245.787,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
BAR,Rubens Barrichello,1972-05-23,Brazilian,48,10.0,0.0,246.024,Finished,Italy,2007,Italian Grand Prix,2007-09-09
SCH,Ralf Schumacher,1975-06-30,German,48,15.0,0.0,245.492,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
LIU,Vitantonio Liuzzi,1980-08-06,Italian,48,17.0,0.0,244.278,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
WUR,Alexander Wurz,1974-02-15,Austrian,48,13.0,0.0,245.35,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
YAM,Sakon Yamamoto,1982-07-09,Japanese,48,20.0,0.0,243.978,+1 Lap,Italy,2007,Italian Grand Prix,2007-09-09
HAM,Lewis Hamilton,1985-01-07,British,1,,0.0,214.455,Disqualified,Australia,2009,Australian Grand Prix,2009-03-29
HEI,Nick Heidfeld,1977-05-10,German,1,10.0,0.0,216.245,Finished,Australia,2009,Australian Grand Prix,2009-03-29
ROS,Nico Rosberg,1985-06-27,German,1,6.0,3.0,217.668,Finished,Australia,2009,Australian Grand Prix,2009-03-29
ALO,Fernando Alonso,1981-07-29,Spanish,1,5.0,4.0,215.199,Finished,Australia,2009,Australian Grand Prix,2009-03-29
KOV,Heikki Kovalainen,1981-10-19,Finnish,1,,0.0,,Collision,Australia,2009,Australian Grand Prix,2009-03-29
NAK,Kazuki Nakajima,1985-01-11,Japanese,1,,0.0,212.301,Accident,Australia,2009,Australian Grand Prix,2009-03-29
BOU,Sébastien Bourdais,1979-02-28,French,1,8.0,1.0,212.537,Finished,Australia,2009,Australian Grand Prix,2009-03-29
RAI,Kimi Räikkönen,1979-10-17,Finnish,1,15.0,0.0,215.744,Differential,Australia,2009,Australian Grand Prix,2009-03-29
KUB,Robert Kubica,1984-12-07,Polish,1,14.0,0.0,216.97,Collision,Australia,2009,Australian Grand Prix,2009-03-29
GLO,Timo Glock,1982-03-18,German,1,4.0,5.0,215.92,Finished,Australia,2009,Australian Grand Prix,2009-03-29
PIQ,Nelson Piquet Jr.,1985-07-25,Brazilian,1,,0.0,210.943,Spun off,Australia,2009,Australian Grand Prix,2009-03-29
MAS,Felipe Massa,1981-04-25,Brazilian,1,,0.0,214.164,Suspension,Australia,2009,Australian Grand Prix,2009-03-29
TRU,Jarno Trulli,1974-07-13,Italian,1,3.0,6.0,214.706,Finished,Australia,2009,Australian Grand Prix,2009-03-29
SUT,Adrian Sutil,1983-01-11,German,1,9.0,0.0,214.64,Finished,Australia,2009,Australian Grand Prix,2009-03-29
WEB,Mark Webber,1976-08-27,Australian,1,12.0,0.0,215.695,+1 Lap,Australia,2009,Australian Grand Prix,2009-03-29
BUT,Jenson Button,1980-01-19,British,1,1.0,10.0,216.891,Finished,Australia,2009,Australian Grand Prix,2009-03-29
VET,Sebastian Vettel,1987-07-03,German,1,13.0,0.0,216.596,Collision,Australia,2009,Australian Grand Prix,2009-03-29
FIS,Giancarlo Fisichella,1973-01-14,Italian,1,11.0,0.0,214.491,Finished,Australia,2009,Australian Grand Prix,2009-03-29
BAR,Rubens Barrichello,1972-05-23,Brazilian,1,2.0,8.0,214.344,Finished,Australia,2009,Australian Grand Prix,2009-03-29
BUE,Sébastien Buemi,1988-10-31,Swiss,1,7.0,2.0,213.95,Finished,Australia,2009,Australian Grand Prix,2009-03-29
HAM,Lewis Hamilton,1985-01-07,British,2,7.0,1.0,201.276,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
HEI,Nick Heidfeld,1977-05-10,German,2,2.0,4.0,201.392,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
ROS,Nico Rosberg,1985-06-27,German,2,8.0,0.5,204.459,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
ALO,Fernando Alonso,1981-07-29,Spanish,2,11.0,0.0,201.551,+1 Lap,Malaysia,2009,Malaysian Grand Prix,2009-04-05
KOV,Heikki Kovalainen,1981-10-19,Finnish,2,,0.0,,Spun off,Malaysia,2009,Malaysian Grand Prix,2009-04-05
NAK,Kazuki Nakajima,1985-01-11,Japanese,2,12.0,0.0,200.778,+1 Lap,Malaysia,2009,Malaysian Grand Prix,2009-04-05
BOU,Sébastien Bourdais,1979-02-28,French,2,10.0,0.0,201.072,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
RAI,Kimi Räikkönen,1979-10-17,Finnish,2,14.0,0.0,202.683,+1 Lap,Malaysia,2009,Malaysian Grand Prix,2009-04-05
KUB,Robert Kubica,1984-12-07,Polish,2,,0.0,,Engine,Malaysia,2009,Malaysian Grand Prix,2009-04-05
GLO,Timo Glock,1982-03-18,German,2,3.0,3.0,200.74,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
PIQ,Nelson Piquet Jr.,1985-07-25,Brazilian,2,13.0,0.0,201.019,+1 Lap,Malaysia,2009,Malaysian Grand Prix,2009-04-05
MAS,Felipe Massa,1981-04-25,Brazilian,2,9.0,0.0,201.055,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
TRU,Jarno Trulli,1974-07-13,Italian,2,4.0,2.5,204.473,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
SUT,Adrian Sutil,1983-01-11,German,2,17.0,0.0,200.623,+1 Lap,Malaysia,2009,Malaysian Grand Prix,2009-04-05
WEB,Mark Webber,1976-08-27,Australian,2,6.0,1.5,204.304,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
BUT,Jenson Button,1980-01-19,British,2,1.0,5.0,206.483,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
VET,Sebastian Vettel,1987-07-03,German,2,15.0,0.0,202.737,Spun off,Malaysia,2009,Malaysian Grand Prix,2009-04-05
FIS,Giancarlo Fisichella,1973-01-14,Italian,2,18.0,0.0,200.738,Spun off,Malaysia,2009,Malaysian Grand Prix,2009-04-05
BAR,Rubens Barrichello,1972-05-23,Brazilian,2,5.0,2.0,204.698,Finished,Malaysia,2009,Malaysian Grand Prix,2009-04-05
BUE,Sébastien Buemi,1988-10-31,Swiss,2,16.0,0.0,201.689,Spun off,Malaysia,2009,Malaysian Grand Prix,2009-04-05
HAM,Lewis Hamilton,1985-01-07,British,4,4.0,5.0,205.269,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
HEI,Nick Heidfeld,1977-05-10,German,4,19.0,0.0,203.11,+1 Lap,Bahrain,2009,Bahrain Grand Prix,2009-04-26
ROS,Nico Rosberg,1985-06-27,German,4,9.0,0.0,203.339,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
ALO,Fernando Alonso,1981-07-29,Spanish,4,8.0,1.0,203.539,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
KOV,Heikki Kovalainen,1981-10-19,Finnish,4,12.0,0.0,203.969,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
NAK,Kazuki Nakajima,1985-01-11,Japanese,4,,0.0,202.627,Oil pressure,Bahrain,2009,Bahrain Grand Prix,2009-04-26
BOU,Sébastien Bourdais,1979-02-28,French,4,13.0,0.0,204.205,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
RAI,Kimi Räikkönen,1979-10-17,Finnish,4,6.0,3.0,204.016,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
KUB,Robert Kubica,1984-12-07,Polish,4,18.0,0.0,203.573,+1 Lap,Bahrain,2009,Bahrain Grand Prix,2009-04-26
GLO,Timo Glock,1982-03-18,German,4,7.0,2.0,206.01,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
PIQ,Nelson Piquet Jr.,1985-07-25,Brazilian,4,10.0,0.0,204.138,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
MAS,Felipe Massa,1981-04-25,Brazilian,4,14.0,0.0,204.946,+1 Lap,Bahrain,2009,Bahrain Grand Prix,2009-04-26
TRU,Jarno Trulli,1974-07-13,Italian,4,3.0,6.0,206.049,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
SUT,Adrian Sutil,1983-01-11,German,4,16.0,0.0,202.488,+1 Lap,Bahrain,2009,Bahrain Grand Prix,2009-04-26
WEB,Mark Webber,1976-08-27,Australian,4,11.0,0.0,204.73,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
BUT,Jenson Button,1980-01-19,British,4,1.0,10.0,205.979,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
VET,Sebastian Vettel,1987-07-03,German,4,2.0,8.0,205.614,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
FIS,Giancarlo Fisichella,1973-01-14,Italian,4,15.0,0.0,202.158,+1 Lap,Bahrain,2009,Bahrain Grand Prix,2009-04-26
BAR,Rubens Barrichello,1972-05-23,Brazilian,4,5.0,4.0,205.3,Finished,Bahrain,2009,Bahrain Grand Prix,2009-04-26
BUE,Sébastien Buemi,1988-10-31,Swiss,4,17.0,0.0,201.954,+1 Lap,Bahrain,2009,Bahrain Grand Prix,2009-04-26
HAM,Lewis Hamilton,1985-01-07,British,9,18.0,0.0,194.331,+1 Lap,Germany,2009,German Grand Prix,2009-07-12
HEI,Nick Heidfeld,1977-05-10,German,9,10.0,0.0,195.991,Finished,Germany,2009,German Grand Prix,2009-07-12
ROS,Nico Rosberg,1985-06-27,German,9,4.0,5.0,196.315,Finished,Germany,2009,German Grand Prix,2009-07-12
ALO,Fernando Alonso,1981-07-29,Spanish,9,7.0,2.0,198.498,Finished,Germany,2009,German Grand Prix,2009-07-12
KOV,Heikki Kovalainen,1981-10-19,Finnish,9,8.0,1.0,194.011,Finished,Germany,2009,German Grand Prix,2009-07-12
NAK,Kazuki Nakajima,1985-01-11,Japanese,9,12.0,0.0,196.659,Finished,Germany,2009,German Grand Prix,2009-07-12
BOU,Sébastien Bourdais,1979-02-28,French,9,,0.0,190.083,Hydraulics,Germany,2009,German Grand Prix,2009-07-12
RAI,Kimi Räikkönen,1979-10-17,Finnish,9,,0.0,192.889,Engine,Germany,2009,German Grand Prix,2009-07-12
KUB,Robert Kubica,1984-12-07,Polish,9,14.0,0.0,196.037,Finished,Germany,2009,German Grand Prix,2009-07-12
GLO,Timo Glock,1982-03-18,German,9,9.0,0.0,194.327,Finished,Germany,2009,German Grand Prix,2009-07-12
PIQ,Nelson Piquet Jr.,1985-07-25,Brazilian,9,13.0,0.0,195.337,Finished,Germany,2009,German Grand Prix,2009-07-12
MAS,Felipe Massa,1981-04-25,Brazilian,9,3.0,6.0,196.201,Finished,Germany,2009,German Grand Prix,2009-07-12
TRU,Jarno Trulli,1974-07-13,Italian,9,17.0,0.0,197.885,Finished,Germany,2009,German Grand Prix,2009-07-12
SUT,Adrian Sutil,1983-01-11,German,9,15.0,0.0,194.333,Finished,Germany,2009,German Grand Prix,2009-07-12
WEB,Mark Webber,1976-08-27,Australian,9,1.0,10.0,197.151,Finished,Germany,2009,German Grand Prix,2009-07-12
BUT,Jenson Button,1980-01-19,British,9,5.0,4.0,196.63,Finished,Germany,2009,German Grand Prix,2009-07-12
VET,Sebastian Vettel,1987-07-03,German,9,2.0,8.0,196.97,Finished,Germany,2009,German Grand Prix,2009-07-12
FIS,Giancarlo Fisichella,1973-01-14,Italian,9,11.0,0.0,194.465,Finished,Germany,2009,German Grand Prix,2009-07-12
BAR,Rubens Barrichello,1972-05-23,Brazilian,9,6.0,3.0,195.749,Finished,Germany,2009,German Grand Prix,2009-07-12
BUE,Sébastien Buemi,1988-10-31,Swiss,9,16.0,0.0,192.49,Finished,Germany,2009,German Grand Prix,2009-07-12
HAM,Lewis Hamilton,1985-01-07,British,13,12.0,0.0,245.923,Accident,Italy,2009,Italian Grand Prix,2009-09-13
HEI,Nick Heidfeld,1977-05-10,German,13,7.0,2.0,243.95,Finished,Italy,2009,Italian Grand Prix,2009-09-13
ROS,Nico Rosberg,1985-06-27,German,13,16.0,0.0,242.777,+2 Laps,Italy,2009,Italian Grand Prix,2009-09-13
ALO,Fernando Alonso,1981-07-29,Spanish,13,5.0,4.0,244.777,Finished,Italy,2009,Italian Grand Prix,2009-09-13
KOV,Heikki Kovalainen,1981-10-19,Finnish,13,6.0,3.0,245.036,Finished,Italy,2009,Italian Grand Prix,2009-09-13
NAK,Kazuki Nakajima,1985-01-11,Japanese,13,10.0,0.0,242.565,Finished,Italy,2009,Italian Grand Prix,2009-09-13
RAI,Kimi Räikkönen,1979-10-17,Finnish,13,3.0,6.0,246.042,Finished,Italy,2009,Italian Grand Prix,2009-09-13
KUB,Robert Kubica,1984-12-07,Polish,13,,0.0,237.474,Oil leak,Italy,2009,Italian Grand Prix,2009-09-13
GLO,Timo Glock,1982-03-18,German,13,11.0,0.0,243.201,Finished,Italy,2009,Italian Grand Prix,2009-09-13
TRU,Jarno Trulli,1974-07-13,Italian,13,14.0,0.0,243.346,+1 Lap,Italy,2009,Italian Grand Prix,2009-09-13
SUT,Adrian Sutil,1983-01-11,German,13,4.0,5.0,246.106,Finished,Italy,2009,Italian Grand Prix,2009-09-13
WEB,Mark Webber,1976-08-27,Australian,13,,0.0,,Collision,Italy,2009,Italian Grand Prix,2009-09-13
BUT,Jenson Button,1980-01-19,British,13,2.0,8.0,245.538,Finished,Italy,2009,Italian Grand Prix,2009-09-13
VET,Sebastian Vettel,1987-07-03,German,13,8.0,1.0,244.791,Finished,Italy,2009,Italian Grand Prix,2009-09-13
FIS,Giancarlo Fisichella,1973-01-14,Italian,13,9.0,0.0,243.921,Finished,Italy,2009,Italian Grand Prix,2009-09-13
BAR,Rubens Barrichello,1972-05-23,Brazilian,13,1.0,10.0,245.445,Finished,Italy,2009,Italian Grand Prix,2009-09-13
LIU,Vitantonio Liuzzi,1980-08-06,Italian,13,,0.0,242.382,Transmission,Italy,2009,Italian Grand Prix,2009-09-13
BUE,Sébastien Buemi,1988-10-31,Swiss,13,13.0,0.0,243.733,+1 Lap,Italy,2009,Italian Grand Prix,2009-09-13
ALG,Jaime Alguersuari,1990-03-23,Spanish,13,,0.0,237.401,Retired,Italy,2009,Italian Grand Prix,2009-09-13
GRO,Romain Grosjean,1986-04-17,French,13,15.0,0.0,243.605,+1 Lap,Italy,2009,Italian Grand Prix,2009-09-13
HAM,Lewis Hamilton,1985-01-07,British,14,1.0,10.0,168.561,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
HEI,Nick Heidfeld,1977-05-10,German,14,,0.0,164.018,Collision,Singapore,2009,Singapore Grand Prix,2009-09-27
ROS,Nico Rosberg,1985-06-27,German,14,11.0,0.0,168.55,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
ALO,Fernando Alonso,1981-07-29,Spanish,14,3.0,6.0,168.725,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
KOV,Heikki Kovalainen,1981-10-19,Finnish,14,7.0,2.0,167.114,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
NAK,Kazuki Nakajima,1985-01-11,Japanese,14,9.0,0.0,166.98,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
RAI,Kimi Räikkönen,1979-10-17,Finnish,14,10.0,0.0,168.49,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
KUB,Robert Kubica,1984-12-07,Polish,14,8.0,1.0,167.784,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
GLO,Timo Glock,1982-03-18,German,14,2.0,8.0,168.482,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
TRU,Jarno Trulli,1974-07-13,Italian,14,12.0,0.0,167.831,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
SUT,Adrian Sutil,1983-01-11,German,14,,0.0,162.158,Collision,Singapore,2009,Singapore Grand Prix,2009-09-27
WEB,Mark Webber,1976-08-27,Australian,14,,0.0,167.059,Brakes,Singapore,2009,Singapore Grand Prix,2009-09-27
BUT,Jenson Button,1980-01-19,British,14,5.0,4.0,168.524,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
VET,Sebastian Vettel,1987-07-03,German,14,4.0,5.0,168.479,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
FIS,Giancarlo Fisichella,1973-01-14,Italian,14,13.0,0.0,166.91,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
BAR,Rubens Barrichello,1972-05-23,Brazilian,14,6.0,3.0,168.168,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
LIU,Vitantonio Liuzzi,1980-08-06,Italian,14,14.0,0.0,166.249,Finished,Singapore,2009,Singapore Grand Prix,2009-09-27
BUE,Sébastien Buemi,1988-10-31,Swiss,14,,0.0,165.071,Gearbox,Singapore,2009,Singapore Grand Prix,2009-09-27
ALG,Jaime Alguersuari,1990-03-23,Spanish,14,,0.0,162.36,Brakes,Singapore,2009,Singapore Grand Prix,2009-09-27
GRO,Romain Grosjean,1986-04-17,French,14,,0.0,155.836,Brakes,Singapore,2009,Singapore Grand Prix,2009-09-27
HAM,Lewis Hamilton,1985-01-07,British,17,,0.0,199.212,Brakes,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
HEI,Nick Heidfeld,1977-05-10,German,17,5.0,4.0,198.609,Finished,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
ROS,Nico Rosberg,1985-06-27,German,17,9.0,0.0,197.97,Finished,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
ALO,Fernando Alonso,1981-07-29,Spanish,17,14.0,0.0,198.441,Finished,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
KOV,Heikki Kovalainen,1981-10-19,Finnish,17,11.0,0.0,197.346,Finished,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
NAK,Kazuki Nakajima,1985-01-11,Japanese,17,13.0,0.0,198.447,Finished,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
RAI,Kimi Räikkönen,1979-10-17,Finnish,17,12.0,0.0,198.272,Finished,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
KUB,Robert Kubica,1984-12-07,Polish,17,10.0,0.0,198.113,Finished,UAE,2009,Abu Dhabi Grand Prix,2009-11-01
